ticker,title,cik_str
HQY,"HEALTHEQUITY, INC.",0001428336
DOC,"HEALTHPEAK PROPERTIES, INC.",0000765880
HSTM,HEALTHSTREAM INC,0001095565
HCWC,HEALTHY CHOICE WELLNESS CORP.,0001948864
HYEX,HEALTHY EXTRACTS INC.,0001630176
HTLD,HEARTLAND EXPRESS INC,0000799233
HL,HECLA MINING CO/DE/,0000719413
HL-PB,HECLA MINING CO/DE/,0000719413
HEI,HEICO CORP,0000046619
HEI-A,HEICO CORP,0000046619
HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC,0001066605
HKHHF,HEINEKEN HOLDING N V,0001142231
HKHHY,HEINEKEN HOLDING N V,0001142231
HELE,HELEN OF TROY LTD,0000916789
HLIO,"HELIOS TECHNOLOGIES, INC.",0001024795
HSDT,"HELIUS MEDICAL TECHNOLOGIES, INC.",0001610853
HSDTW,"HELIUS MEDICAL TECHNOLOGIES, INC.",0001610853
HLX,HELIX ENERGY SOLUTIONS GROUP INC,0000866829
HNNA,HENNESSY ADVISORS INC,0001145255
HNNAZ,HENNESSY ADVISORS INC,0001145255
HSIC,HENRY SCHEIN INC,0001000228
HLF,HERBALIFE LTD.,0001180262
HRI,HERC HOLDINGS INC,0001364479
HTBK,HERITAGE COMMERCE CORP,0001053352
HFWA,HERITAGE FINANCIAL CORP /WA/,0001046025
HRTX,"HERON THERAPEUTICS, INC. /DE/",0000818033
HSY,HERSHEY CO,0000047111
HTZ,"HERTZ GLOBAL HOLDINGS, INC",0001657853
HTZWW,"HERTZ GLOBAL HOLDINGS, INC",0001657853
HXL,HEXCEL CORP /DE/,0000717605
HFFG,HF Foods Group Inc.,0001680873
DINO,HF Sinclair Corp,0001915657
STLY,"HG Holdings, Inc.",0000797465
PCF,HIGH INCOME SECURITIES FUND,0000810943
HWNI,"HIGH WIRE NETWORKS, INC.",0001413891
HWNID,"HIGH WIRE NETWORKS, INC.",0001413891
HGLB,HIGHLAND GLOBAL ALLOCATION FUND,0001622148
HFRO-PA,HIGHLAND OPPORTUNITIES & INCOME FUND,0001710680
HFRO,HIGHLAND OPPORTUNITIES & INCOME FUND,0001710680
HFRO-PB,HIGHLAND OPPORTUNITIES & INCOME FUND,0001710680
HIHO,HIGHWAY HOLDINGS LTD,0001026785
HIW,"HIGHWOODS PROPERTIES, INC.",0000921082
HBIA,HILLS BANCORPORATION,0000732417
HIRU,HIRU Corp,0000925779
HTHIF,HITACHI LTD,0000047710
HTHIY,HITACHI LTD,0000047710
HIVE,HIVE Digital Technologies Ltd.,0001720424
HMH,HMH Holding Inc,0002021880
HNI,HNI CORP,0000048287
HNOI,"HNO International, Inc.",0001342916
HOLX,HOLOGIC INC,0000859737
HBCP,"HOME BANCORP, INC.",0001436425
HOMB,HOME BANCSHARES INC,0001331520
HD,"HOME DEPOT, INC.",0000354950
HMC,HONDA MOTOR CO LTD,0000715153
HNDAF,HONDA MOTOR CO LTD,0000715153
HON,HONEYWELL INTERNATIONAL INC,0000773840
HGYN,HONG YUAN HOLDING GROUP,0001324759
HKHGF,HONGKONG LAND HOLDINGS LTD /FI,0000871464
HNGKY,HONGKONG LAND HOLDINGS LTD /FI,0000871464
HOFT,HOOKER FURNISHINGS Corp,0001077688
HOOK,HOOKIPA Pharma Inc.,0001760542
HOPE,HOPE BANCORP INC,0001128361
HMN,HORACE MANN EDUCATORS CORP /DE/,0000850141
HBNC,HORIZON BANCORP INC /IN/,0000706129
HRL,HORMEL FOODS CORP /DE/,0000048465
DHI,HORTON D R INC /DE/,0000882184
HST,"HOST HOTELS & RESORTS, INC.",0001070750
HLI,"HOULIHAN LOKEY, INC.",0001302215
HUSA,HOUSTON AMERICAN ENERGY CORP,0001156041
HOVVB,HOVNANIAN ENTERPRISES INC,0000357294
HOVNP,HOVNANIAN ENTERPRISES INC,0000357294
HOV,HOVNANIAN ENTERPRISES INC,0000357294
HPQ,HP INC,0000047217
HSBC,HSBC HOLDINGS PLC,0001089113
HBCYF,HSBC HOLDINGS PLC,0001089113
HUBB,HUBBELL INC,0000048898
HUBS,HUBSPOT INC,0001404655
HDSN,HUDSON TECHNOLOGIES INC /NY,0000925528
HGTXU,HUGOTON ROYALTY TRUST,0000862022
HUHU,HUHUTECH International Group Inc.,0001945415
HUM,HUMANA INC,0000049071
HMBL,"HUMBL, INC.",0001119190
JBHT,HUNT J B TRANSPORT SERVICES INC,0000728535
HBAN,HUNTINGTON BANCSHARES INC /MD/,0000049196
HBANL,HUNTINGTON BANCSHARES INC /MD/,0000049196
HBANP,HUNTINGTON BANCSHARES INC /MD/,0000049196
HBANM,HUNTINGTON BANCSHARES INC /MD/,0000049196
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",0001501585
HURC,HURCO COMPANIES INC,0000315374
HCM,HUTCHMED (China) Ltd,0001648257
HMDCF,HUTCHMED (China) Ltd,0001648257
HUYA,HUYA Inc.,0001728190
HWEP,"HW Electro Co., Ltd.",0001980262
HWH,HWH International Inc.,0001897245
HYMC,HYCROFT MINING HOLDING CORP,0001718405
HYMCL,HYCROFT MINING HOLDING CORP,0001718405
HYFM,"HYDROFARM HOLDINGS GROUP, INC.",0001695295
HYPD,"HYPERION DEFI, INC.",0001682639
HY,"HYSTER-YALE, INC.",0001173514
HAFN,Hafnia Ltd,0001815779
HGTY,"Hagerty, Inc.",0001840776
HALB,Halberd Corp,0001458631
HLN,Haleon plc,0001900304
HLNCF,Haleon plc,0001900304
HCAC,Hall Chadwick Acquisition Corp,0002079013
HOFV,Hall of Fame Resort & Entertainment Co,0001708176
HPHTY,Hamamatsu Photonics K.K./ADR,0001600928
HPHTF,Hamamatsu Photonics K.K./ADR,0001600928
HBB,Hamilton Beach Brands Holding Co,0001709164
HG,"Hamilton Insurance Group, Ltd.",0001593275
HLNE,Hamilton Lane INC,0001433642
HBI,Hanesbrands Inc.,0001359841
FOFO,"Hang Feng Technology Innovation Co., Ltd.",0002060083
HANNF,Hannan Metals Ltd.,0001123267
HNVR,"Hanover Bancorp, Inc. /NY",0001828588
HNPHY,Hansoh Pharmaceutical Group Co Limited/ADR,0002073669
HNSPF,Hansoh Pharmaceutical Group Co Limited/ADR,0002073669
HAO,Haoxi Health Technology Ltd,0001954594
HXHX,Haoxin Holdings Ltd,0001936817
HCHL,Happy City Holdings Ltd,0002046656
HAPVD,Hapvida Participacoes e Investimentos S.A./ADR,0001869666
HONE,"HarborOne Bancorp, Inc.",0001769617
HRMY,"Harmony Biosciences Holdings, Inc.",0001802665
VCRRX,Harrison Street Real Assets Fund LLC,0001687898
VCMIX,Harrison Street Real Estate Fund LLC,0001515001
HFUS,"Hartford Creative Group, Inc.",0001482554
HRGN,"Harvard Apparatus Regenerative Technology, Inc.",0001563665
NCIQ,Hashdex Nasdaq Crypto Index US ETF,0002031069
HWKE,"Hawkeye Systems, Inc.",0001750777
HYAC,Haymaker Acquisition Corp. 4,0001970509
HYAC-UN,Haymaker Acquisition Corp. 4,0001970509
HYAC-WT,Haymaker Acquisition Corp. 4,0001970509
HAYW,"Hayward Holdings, Inc.",0001834622
HCAT,"Health Catalyst, Inc.",0001636422
HIT,"Health In Tech, Inc.",0002019505
HLYK,HealthLynked Corp,0001680139
HAIUF,Healthcare AI Acquisition Corp.,0001848861
HAIAF,Healthcare AI Acquisition Corp.,0001848861
HAIWF,Healthcare AI Acquisition Corp.,0001848861
HR,Healthcare Realty Trust Inc,0001360604
HCTI,"Healthcare Triangle, Inc.",0001839285
HCMC,Healthier Choices Management Corp.,0000844856
HWAIF,Healwell AI Inc.,0001999124
BEATW,"HeartBeam, Inc.",0001779372
BEAT,"HeartBeam, Inc.",0001779372
HTCR,"HeartCore Enterprises, Inc.",0001892322
HSCSW,HeartSciences Inc.,0001468492
HSCS,HeartSciences Inc.,0001468492
HTFL,"Heartflow, Inc.",0001464521
HMR,Heidmar Maritime Holdings Corp.,0002029471
HLEO,Helio Corp /FL/,0001953988
HLGN,"Heliogen, Inc.",0001840292
HLGNW,"Heliogen, Inc.",0001840292
MOMO,Hello Group Inc.,0001610601
HP,"Helmerich & Payne, Inc.",0000046765
HPAI,Helport AI Ltd,0002001699
HPAIW,Helport AI Ltd,0002001699
HVIIU,Hennessy Capital Investment Corp. VII,0001846416
HVII,Hennessy Capital Investment Corp. VII,0001846416
HVIIR,Hennessy Capital Investment Corp. VII,0001846416
HNSDF,Hensoldt AG/ADR,0001856488
CTRVP,"Hepion Pharmaceuticals, Inc.",0001583771
HEPA,"Hepion Pharmaceuticals, Inc.",0001583771
PITEF,Heramba Electric plc,0001995194
PITWF,Heramba Electric plc,0001995194
HCXY,"Hercules Capital, Inc.",0001280784
HTGC,"Hercules Capital, Inc.",0001280784
CASK,"Heritage Distilling Holding Company, Inc.",0001788230
HGBL,Heritage Global Inc.,0000849145
HRTG,"Heritage Insurance Holdings, Inc.",0001598665
HERZ,"Herzfeld Credit Income Fund, Inc",0000880406
HSAI,Hesai Group,0001861737
HESM,Hess Midstream LP,0001789832
HSTA,Hestia Insight Inc.,0001813603
HPE-PC,Hewlett Packard Enterprise Co,0001645590
HPE,Hewlett Packard Enterprise Co,0001645590
HIGR,Hi-Great Group Holding Co,0001807616
HKIT,HiTek Global Inc.,0001742341
ROLR,"High Roller Technologies, Inc.",0001947210
HSTI,"High Sierra Technologies, Inc.",0001365388
HITI,High Tide Inc.,0001847409
HTCO,High-Trend International Group,0001928948
HPKEW,"HighPeak Energy, Inc.",0001792849
HPK,"HighPeak Energy, Inc.",0001792849
HLSCF,Highlander Silver Corp.,0002013223
HVMC,Highview Merger Corp.,0002070602
HVMCU,Highview Merger Corp.,0002070602
HLRTF,Hillcrest Energy Technologies Ltd.,0001418149
HLVX,"HilleVax, Inc.",0001888012
HI,"Hillenbrand, Inc.",0001417398
HIFI,Hillhouse Frontier Holdings Inc.,0002065707
HLMN,Hillman Solutions Corp.,0001822492
HTH,Hilltop Holdings Inc.,0001265131
HGV,Hilton Grand Vacations Inc.,0001674168
HLT,Hilton Worldwide Holdings Inc.,0001585689
HSHP,Himalaya Shipping Ltd.,0001959455
HIMX,"Himax Technologies, Inc.",0001342338
HIMS,"Hims & Hers Health, Inc.",0001773751
HNGE,"Hinge Health, Inc.",0001673743
HIPOW,Hippo Holdings Inc.,0001828105
HIPO,Hippo Holdings Inc.,0001828105
HQI,"HireQuest, Inc.",0001140102
HMELF,Hold Me Ltd,0001853630
HAFG,"Holistic Asset Finance Group Co., Ltd.",0001367993
HLLY,Holley Inc.,0001822928
HLLY-WT,Holley Inc.,0001822928
HFBL,"Home Federal Bancorp, Inc. of Louisiana",0001500375
HMST,"HomeStreet, Inc.",0001518715
HTB,"HomeTrust Bancshares, Inc.",0001538263
HTLM,HomesToLife Ltd,0002023153
HNST,"Honest Company, Inc.",0001530979
HKPD,Hong Kong Pharma Digital Technology Holdings Ltd,0002007702
HLP,Hongli Group Inc.,0001855557
HKHC,Horizon Kinetics Holding Corp,0000088000
HZRBY,"Horizon Robotics, Inc./ADR",0002060217
HRZRF,"Horizon Robotics, Inc./ADR",0002060217
HSPO,Horizon Space Acquisition I Corp.,0001946021
HSPOU,Horizon Space Acquisition I Corp.,0001946021
HSPOR,Horizon Space Acquisition I Corp.,0001946021
HSPOW,Horizon Space Acquisition I Corp.,0001946021
HSPT,Horizon Space Acquisition II Corp.,0002032950
HSPTR,Horizon Space Acquisition II Corp.,0002032950
HSPTU,Horizon Space Acquisition II Corp.,0002032950
HTFC,Horizon Technology Finance Corp,0001487428
HTFB,Horizon Technology Finance Corp,0001487428
HRZN,Horizon Technology Finance Corp,0001487428
HHLKF,Hot Chili Ltd,0001562823
HBNB,Hotel101 Global Holdings Corp.,0002054507
HOTH,"Hoth Therapeutics, Inc.",0001711786
HOUR,"Hour Loop, Inc",0001874875
HHH,Howard Hughes Holdings Inc.,0001981792
HWM,Howmet Aerospace Inc.,0000004281
HWM-P,Howmet Aerospace Inc.,0000004281
HYNE,"Hoyne Bancorp, Inc.",0002073153
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd",0001958399
HUDI,"Huadi International Group Co., Ltd.",0001791725
HUBCW,Hub Cyber Security Ltd.,0001905660
HUBC,Hub Cyber Security Ltd.,0001905660
HUBCZ,Hub Cyber Security Ltd.,0001905660
HUBG,"Hub Group, Inc.",0000940942
HBUV,Hubilu Venture Corp,0001639068
HBM,Hudbay Minerals Inc.,0001322422
HSON,"Hudson Global, Inc.",0001210708
HPP,"Hudson Pacific Properties, Inc.",0001482512
HPP-PC,"Hudson Pacific Properties, Inc.",0001482512
HOYFF,Huhtamaki Oyj/ADR,0002006911
HMKIY,Huhtamaki Oyj/ADR,0002006911
HNIT,Huineng Technology Corp,0001994373
HUIZ,Huize Holding Ltd,0001778982
HUMA,"Humacyte, Inc.",0001818382
HUMAW,"Humacyte, Inc.",0001818382
HUN,Huntsman CORP,0001307954
BBBMF,Huntsman Exploration Inc.,0001829809
HURN,Huron Consulting Group Inc.,0001289848
HUT,Hut 8 Corp.,0001964789
ASPZ,HyOrc Corp,0001070789
H,Hyatt Hotels Corp,0001468174
HYDTF,Hydreight Technologies Inc.,0001958389
HRNNF,Hydro One Ltd,0001712356
HYNLY,Hydro One Ltd,0001712356
HYLN,Hyliion Holdings Corp.,0001759631
HYPR,"Hyperfine, Inc.",0001833769
HYPMY,Hypermarcas S.A.,0001486749
GPUS,"Hyperscale Data, Inc.",0000896493
GPUS-PD,"Hyperscale Data, Inc.",0000896493
FUNI,"Hypha Labs, Inc.",0001502966
IMAB,I-Mab,0001778016
IONI,I-ON Digital Corp.,0001580490
IAC,IAC Inc.,0001800227
IAG,IAMGOLD CORP,0001203464
IBACR,IB Acquisition Corp.,0001998781
IBAC,IB Acquisition Corp.,0001998781
IBEX,IBEX Ltd,0001720420
IEP,ICAHN ENTERPRISES L.P.,0000813762
ICFI,"ICF International, Inc.",0001362004
ICHR,"ICHOR HOLDINGS, LTD.",0001652535
IBN,ICICI BANK LTD,0001103838
ICL,ICL Group Ltd.,0000941221
ICLR,ICON PLC,0001060955
ICTSF,ICTS INTERNATIONAL N V,0001010134
ICUI,ICU MEDICAL INC/DE,0000883984
IZM,ICZOOM Group Inc.,0001854572
IDA,IDACORP INC,0001057877
IDYA,"IDEAYA Biosciences, Inc.",0001676725
IDKOF,"IDEMITSU KOSAN CO., LTD",0001380365
IDKOY,"IDEMITSU KOSAN CO., LTD",0001380365
IEX,IDEX CORP /DE/,0000832101
IDXMF,IDEX METALS CORP.,0002067171
IDXX,IDEXX LABORATORIES INC /DE,0000874716
IDPUF,IDP Education Ltd./ADR,0002062803
IDPEY,IDP Education Ltd./ADR,0002062803
IDT,IDT CORP,0001005731
IDWMD,"IDW MEDIA HOLDINGS, INC.",0001463833
IEHC,IEH Corp,0000050292
IESC,"IES Holdings, Inc.",0001048268
IROQ,"IF Bancorp, Inc.",0001514743
IGC,"IGC Pharma, Inc.",0001326205
IGMS,"IGM Biosciences, Inc.",0001496323
PRGY,IGTA Merger Sub Ltd,0001997698
IHICF,IHI Corporation/ADR,0001567526
IHS,IHS Holding Ltd,0001876183
ITOX,"IIOT-OXYS, Inc.",0001290658
ITW,ILLINOIS TOOL WORKS INC,0000049826
ILMN,"ILLUMINA, INC.",0001110803
IMCC,IM Cannabis Corp.,0001792030
IMAA,IMA Tech,0001980295
BACK,"IMAC Holdings, Inc.",0001729944
IMAX,IMAX CORP,0000921582
IMMR,IMMERSION CORP,0001058811
ICCC,IMMUCELL CORP /DE/,0000811641
IMUX,"IMMUNIC, INC.",0001280776
IMMP,IMMUTEP Ltd,0001506184
PRRUF,IMMUTEP Ltd,0001506184
IMPM,IMPAC MORTGAGE HOLDINGS INC,0001000298
IPTNF,IMPACT ANALYTICS INC.,0001680513
IBO,IMPACT BIOMEDICAL INC.,0001834105
IMO,IMPERIAL OIL LTD,0000049938
PI,IMPINJ INC,0001114995
INAB,"IN8BIO, INC.",0001740279
IOR,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,0000949961
INCY,INCYTE CORP,0000879169
IRT,"INDEPENDENCE REALTY TRUST, INC.",0001466085
INDB,INDEPENDENT BANK CORP,0000776901
IBCP,INDEPENDENT BANK CORP /MI/,0000039311
IFN,"INDIA FUND, INC.",0000917100
INDV,INDIVIOR PLC,0001625297
IFNNY,INFINEON TECHNOLOGIES AG,0001107457
IFNNF,INFINEON TECHNOLOGIES AG,0001107457
INR,"INFINITY NATURAL RESOURCES, INC.",0002029118
INGVF,ING GROEP NV,0001039765
ING,ING GROEP NV,0001039765
IMKTA,INGLES MARKETS INC,0000050493
INLF,INLIF Ltd,0001991592
INEO,INNEOVA Holdings Ltd,0001933951
INND,"INNERSCOPE HEARING TECHNOLOGIES, INC.",0001609139
INHD,INNO HOLDINGS INC.,0001961847
INNP,INNOCAN PHARMA Corp,0001889791
INNPF,INNOCAN PHARMA Corp,0001889791
INOD,INNODATA INC,0000903651
IOSP,INNOSPEC INC.,0001054905
VATE,INNOVATE Corp.,0001006837
IVDN,INNOVATIVE DESIGNS INC,0001190370
IVFH,INNOVATIVE FOOD HOLDINGS INC,0000312257
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,0001677576
IIPR-PA,INNOVATIVE INDUSTRIAL PROPERTIES INC,0001677576
IMTH,"INNOVATIVE MEDTECH, INC.",0001331612
ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC,0000836690
IHT,INNSUITES HOSPITALITY TRUST,0000082473
INO,"INOVIO PHARMACEUTICALS, INC.",0001055726
INSG,INSEEGO CORP.,0001022652
NSIT,INSIGHT ENTERPRISES INC,0000932696
INSM,INSMED Inc,0001104506
NSP,"INSPERITY, INC.",0001000753
IVP,"INSPIRE VETERINARY PARTNERS, INC.",0001939365
IIIN,INSTEEL INDUSTRIES INC,0000764401
PODD,INSULET CORP,0001145197
ISGIF,INSURAGUEST TECHNOLOGIES INC.,0001761640
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,0000917520
IAS,INTEGRAL AD SCIENCE HOLDING CORP.,0001842718
INBP,INTEGRATED BIOPHARMA INC,0001016504
IRRXU,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,0001854795
IRRXW,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,0001854795
IRRX,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,0001854795
INTC,INTEL CORP,0000050863
INBS,INTELLIGENT BIO SOLUTIONS INC.,0001725430
IPM,INTELLIGENT PROTECTION MANAGEMENT CORP.,0001355839
INLX,"INTELLINETICS, INC.",0001081745
INTS,"INTENSITY THERAPEUTICS, INC.",0001567264
IHG,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,0000858446
ICHGF,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,0000858446
TILE,INTERFACE INC,0000715787
INTG,INTERGROUP CORP,0000069422
LINK,INTERLINK ELECTRONICS INC,0000828146
ITMSF,INTERMAP TECHNOLOGIES CORP,0001285170
INTM,"INTERMEDIA CLOUD COMMUNICATIONS, INC.",0001835104
IBOC,INTERNATIONAL BANCSHARES CORP,0000315709
IBATF,INTERNATIONAL BATTERY METALS LTD.,0001786318
IBM,INTERNATIONAL BUSINESS MACHINES CORP,0000051143
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,0000051253
INIS,INTERNATIONAL ISOTOPES INC,0001038277
IP,INTERNATIONAL PAPER CO /NEW/,0000051434
INPAP,INTERNATIONAL PAPER CO /NEW/,0000051434
ILST,INTERNATIONAL STAR INC,0001100788
THM,INTERNATIONAL TOWER HILL MINES LTD,0001134115
IDXG,"INTERPACE BIOSCIENCES, INC.",0001054102
IPAR,INTERPARFUMS INC,0000822663
IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",0000051644
INTT,INTEST CORP,0001036262
INTZ,INTRUSION INC,0000736012
INTU,INTUIT INC.,0000896878
ISRG,INTUITIVE SURGICAL INC,0001035267
DBA,INVESCO DB AGRICULTURE FUND,0001383082
DBB,INVESCO DB BASE METALS FUND,0001383084
UDN,INVESCO DB US DOLLAR INDEX BEARISH FUND,0001383149
QQQ,"INVESCO QQQ TRUST, SERIES 1",0001067839
ITIC,INVESTORS TITLE CO,0000720858
IVF,"INVO Fertility, Inc.",0001417926
IOBT,"IO Biotech, Inc.",0001865494
IONS,IONIS PHARMACEUTICALS INC,0000874015
IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",0001425205
IPX,IPERIONX Ltd,0001898601
IPGP,IPG PHOTONICS CORP,0001111928
IPSOF,IPSOS/ADR,0001582820
IPSAY,IPSOS/ADR,0001582820
IQV,IQVIA HOLDINGS INC.,0001478242
IRME,"IR-Med, Inc.",0001839133
IRMD,IRADIMED CORP,0001325618
IREN,IREN Ltd,0001878848
IRIX,IRIDEX CORP,0001006045
IRBT,IROBOT CORP,0001159167
IRM,IRON MOUNTAIN INC,0001020569
IRWD,IRONWOOD PHARMACEUTICALS INC,0001446847
IRS-WT,IRSA INVESTMENTS & REPRESENTATIONS INC,0000933267
IRS,IRSA INVESTMENTS & REPRESENTATIONS INC,0000933267
ISBA,ISABELLA BANK CORP,0000842517
IAU,ISHARES GOLD TRUST,0001278680
ITP,"IT TECH PACKAGING, INC.",0001358190
ITRI,"ITRON, INC.",0000780571
ITT,ITT INC.,0000216228
BTAB,IWAC Holding Co Inc.,0002033522
IXQWF,IX Acquisition Corp.,0001852019
IXQUF,IX Acquisition Corp.,0001852019
IXAQF,IX Acquisition Corp.,0001852019
IZEA,"IZEA Worldwide, Inc.",0001495231
IBRLF,IberAmerican Lithium Inc,0001993313
IBTA,"Ibotta, Inc.",0001538379
ICCM,IceCure Medical Ltd.,0001584371
ICON,Icon Energy Corp,0001995574
COPR,Idaho Copper Corp,0001263364
IDR,"Idaho Strategic Resources, Inc.",0001030192
IDTL,Idea Tech Holding Ltd,0002045440
IPWR,Ideal Power Inc.,0001507957
INVE,"Identiv, Inc.",0001036044
ILUS,Ilustrato Pictures International Inc.,0001496383
IMA,"ImageneBio, Inc.",0001835579
IMTX,Immatics N.V.,0001809196
IMMX,"Immix Biopharma, Inc.",0001873835
IMRX,Immuneering Corp,0001790340
IBRX,"ImmunityBio, Inc.",0001326110
IPA,ImmunoPrecise Antibodies Ltd.,0001715925
IMCR,Immunocore Holdings plc,0001671927
IMNM,Immunome Inc.,0001472012
IMVT,"Immunovant, Inc.",0001764013
IMRN,Immuron Ltd,0001660046
IMPPP,Imperial Petroleum Inc./Marshall Islands,0001876581
IMPP,Imperial Petroleum Inc./Marshall Islands,0001876581
IMNN,"Imunon, Inc.",0000749647
INM,InMed Pharmaceuticals Inc.,0001728328
INMD,InMode Ltd.,0001742692
ICR-PA,"InPoint Commercial Real Estate Income, Inc.",0001690012
ICRP,"InPoint Commercial Real Estate Income, Inc.",0001690012
IXHL,Incannex Healthcare Inc.,0001873875
IGTA,Inception Growth Acquisition Ltd,0001866838
IGTAW,Inception Growth Acquisition Ltd,0001866838
IGTAU,Inception Growth Acquisition Ltd,0001866838
IGTAR,Inception Growth Acquisition Ltd,0001866838
INDP,"Indaptus Therapeutics, Inc.",0001857044
IEGCF,Independence Gold Corp.,0001537317
INAC,Indigo Acquisition Corp.,0002063816
INACR,Indigo Acquisition Corp.,0002063816
INACU,Indigo Acquisition Corp.,0002063816
INDO,Indonesia Energy Corp Ltd,0001757840
IDEXF,Industria de Diseno Textil Inditex SA / ADR,0001438656
ILPT,Industrial Logistics Properties Trust,0001717307
IFHLY,Inficon Holding AG/ADR,0002035057
IFCNF,Inficon Holding AG/ADR,0002035057
INFT,Infinity Bancorp,0001962911
IFRX,InflaRx N.V.,0001708688
IPCXU,Inflection Point Acquisition Corp. III,0002012318
IPCX,Inflection Point Acquisition Corp. III,0002012318
IPCXR,Inflection Point Acquisition Corp. III,0002012318
IFBD,"Infobird Co., Ltd",0001815566
INFA,Informatica Inc.,0001868778
III,Information Services Group Inc.,0001371489
INFY,Infosys Ltd,0001067491
INFU,"InfuSystem Holdings, Inc",0001337013
IR,Ingersoll Rand Inc.,0001699150
NGVT,Ingevity Corp,0001653477
INGM,Ingram Micro Holding Corp,0001897762
INGR,Ingredion Inc,0001046257
IKT,"Inhibikase Therapeutics, Inc.",0001750149
INTI,"Inhibitor Therapeutics, Inc.",0001042418
INBX,"Inhibrx Biosciences, Inc.",0002007919
INRE,"Inland Real Estate Income Trust, Inc.",0001528985
INMB,"Inmune Bio, Inc.",0001711754
IPHYF,Innate Pharma SA,0001598599
IPHA,Innate Pharma SA,0001598599
INNV,InnovAge Holding Corp.,0001834376
INNI,"Innovaro, Inc.",0001098482
IBG,Innovation Beverage Group Ltd,0001924482
LUCY,Innovative Eyewear Inc,0001808377
LUCYW,Innovative Eyewear Inc,0001808377
IPSI,"Innovative Payment Solutions, Inc.",0001591913
IVBXF,Innovent Biologics Inc/ADR,0001774163
INVX,"Innovex International, Inc.",0001042893
INVA,"Innoviva, Inc.",0001080014
INVZW,Innoviz Technologies Ltd.,0001835654
INVZ,Innoviz Technologies Ltd.,0001835654
INVLW,"Innventure, Inc.",0002001557
INV,"Innventure, Inc.",0002001557
INGN,Inogen Inc,0001294133
NOTV,"Inotiv, Inc.",0000720154
IMDX,Insight Molecular Diagnostics Inc.,0001642380
IINNW,Inspira Technologies OXY B.H.N. Ltd,0001837493
IINN,Inspira Technologies OXY B.H.N. Ltd,0001837493
ISPO,Inspirato Inc,0001820566
ISPOW,Inspirato Inc,0001820566
INSP,"Inspire Medical Systems, Inc.",0001609550
NSPR,"InspireMD, Inc.",0001433607
INSE,"Inspired Entertainment, Inc.",0001615063
IBP,"Installed Building Products, Inc.",0001580905
TIL,"Instil Bio, Inc.",0001789769
INTA,"Intapp, Inc.",0001565687
ICG,Intchains Group Ltd,0001895597
ITGR,Integer Holdings Corp,0001114483
ITRG,Integra Resources Corp.,0001722387
INTEW,Integral Acquisition Corp 1,0001850262
INTEU,Integral Acquisition Corp 1,0001850262
INTE,Integral Acquisition Corp 1,0001850262
IGPK,"Integrated Cannabis Solutions, Inc.",0001002771
IMTE,Integrated Media Technology Ltd,0001668438
WELNF,Integrated Wellness Acquisition Corp,0001877557
WELWF,Integrated Wellness Acquisition Corp,0001877557
WELUF,Integrated Wellness Acquisition Corp,0001877557
NTLA,"Intellia Therapeutics, Inc.",0001652130
IDN,"Intellicheck, Inc.",0001040896
INTJ,Intelligent Group Ltd,0001916416
YCQH,Intelligent Hotel Group Ltd.,0001794276
ILAG,Intelligent Living Application Group Inc.,0001814963
INTR,"Inter & Co, Inc.",0001864163
IDCC,"InterDigital, Inc.",0001405495
IBKR,"Interactive Brokers Group, Inc.",0001381197
TRNR,"Interactive Strength, Inc.",0001785056
NCT,Intercont (Cayman) Ltd,0002018529
ICE,"Intercontinental Exchange, Inc.",0001571949
IFS,Intercorp Financial Services Inc.,0001615903
INCR,Intercure Ltd.,0001857030
IDVV,International Endeavors Corp,0001611046
IGIC,International General Insurance Holdings Ltd.,0001794338
ILAL,International Land Alliance Inc.,0001657214
IMAQ,International Media Acquisition Corp.,0001846235
IMAQR,International Media Acquisition Corp.,0001846235
IMAQW,International Media Acquisition Corp.,0001846235
IMAQU,International Media Acquisition Corp.,0001846235
IMXI,"International Money Express, Inc.",0001683695
INSW,"International Seaways, Inc.",0001679049
ISCO,International Stem Cell CORP,0001355790
IMIMF,Interra Copper Corp.,0001866146
IRRHF,Interroll Holding AG/ADR,0001989490
INRNY,Interroll Holding AG/ADR,0001989490
IMTCF,Intrepid Metals Corp.,0001288268
IPI,"Intrepid Potash, Inc.",0001421461
LUNR,"Intuitive Machines, Inc.",0001844452
INUV,"Inuvo, Inc.",0000829323
IVHI,"Invech Holdings, Inc.",0001009919
IVT,InvenTrust Properties Corp.,0001307748
IVA,Inventiva S.A.,0001756594
